id	lila_id	Headword 	Definition 	Part of Speech 	Semantic Group 	Frequency Rank
DCC965	lilaLemma:87733	aedēs -is f. 	"building; (pl.) house "	Noun: 3rd Declension	The House 	965
DCC966	lilaLemma:102732	fābula -ae f. 	account, tale, story 	Noun: 1st Declension	Writing/Poetry 	966
DCC967	lilaIpoLemma:6099	celeriter 	quickly 	Adverb 	Time 	967
DCC968	lilaLemma:118148	plērus- plēra- plērumque 	the greater part, very many, most, the majority 	Adjective: 1st and 2nd Declension	Measurement 	968
DCC969	lilaLemma:121174	quiēscō quiēscere quiēvī quiētum 	"keep quiet; sleep "	Verb: 3rd Conjugation -ō	Life and Being 	969
DCC970	lilaLemma:121298	quotiēns 	interr. how many times? how often? rel. as often as, whenever 	Adverb 	Pronouns/Interrogatives 	970
DCC971	lilaLemma:127415	scientia -ae f. 	knowledge 	Noun: 1st Declension	Education/Knowledge 	971
DCC972	lilaLemma:95769	cōnfiteor cōnfitērī cōnfessus sum 	"admit (a fact), confess (a crime); reveal, disclose "	Verb: Deponent 	Justice 	972
DCC973	lilaLemma:99463	dīligō -ligere -lēxī -lēctum 	choose, cherish, love 	Verb: 3rd Conjugation -ō	Love 	973
DCC974	lilaIpoLemma:111734	plērumque 	generally 	Adverb 	Measurement 	974
DCC975	lilaLemma:100094	dormiō -īre 	sleep 	Verb: 4th Conjugation	Life and Being 	975
DCC976	lilaLemma:135866	volucris -is f./m. 	bird 	Noun: 3rd Declension	Animals/Plants 	976
DCC977	lilaLemma:130754	volucer -cris -cre 	flying 	Adjective: 3rd Declension	Animals/Plants 	977
DCC978	lilaLemma:96898	creō -āre 	"produce, create; elect, choose "	Verb: 1st Conjugation	Making/Doing 	978
DCC979	lilaLemma:103256	fidēlis -e 	faithful 	Adjective: 3rd Declension	Personality Traits/Characteristics 	979
DCC980	lilaLemma:107327	indicō -āre 	point out, show, make known 	Verb: 1st Conjugation	Speech/Oratory 	980
DCC981	lilaIpoLemma:73667	hodiē 	today 	Adverb 	Lengths of Time 	981
DCC982	lilaLemma:99609	disciplīna -ae f. 	"training, instruction; learning, discipline "	Noun: 1st Declension	Education/Knowledge 	982
DCC983	lilaIpoLemma:46366	vērē 	truly 	Adverb 	Speech/Oratory 	983
DCC984	lilaIpoLemma:1101	aegrē 	with difficulty 	Adverb 	Life and Being 	984
DCC985	lilaLemma:52877	fore 		Verb: Irregular 	Life and Being 	985
DCC986	lilaLemma:87682	advertō -vertere -vertī -versum 	turn towards 	Verb: 3rd Conjugation -ō	Motion 	986
DCC987	lilaLemma:87654	adveniō -īre -vēnī -ventum 	come to, arrive at 	Verb: 4th Conjugation	Travel 	987
DCC988	lilaLemma:116474	pendō pendere pependī pēnsum 	"weigh, hang, suspend; pay "	Verb: 3rd Conjugation -ō	Business/Money 	988
DCC989	lilaLemma:125886	studeō -ēre -uī 	be eager, be zealous, care for (+ dat.) 	Verb: 2nd Conjugation	Emotions 	989
DCC990	lilaLemma:90185	ascendō -ere -scendī -scēnsum 	climb up, ascend 	Verb: 3rd Conjugation -ō	Travel 	990
DCC991	lilaLemma:130955	vulgō 	commonly 	Adverb 	The City 	991
DCC992	lilaIpoLemma:4964	breviter 	briefly 	Adverb 	Measurement 	992
DCC993	lilaLemma:103682	fors fortis f. 	chance 	Noun: 3rd Declension	Religion 	993
DCC994	lilaIpoLemma:16419	fēlīciter 	luckily 	Adverb 	Personality Traits/Characteristics 	994
DCC995	lilaLemma:122809	revertō -vertere -vertī 	turn back 	Verb: 3rd Conjugation -ō	Motion 	995
DCC996	lilaLemma:100563	ēdīcō -dīcere -dīxī -dictum 	declare 	Verb: 3rd Conjugation -ō	Speech/Oratory 	996
DCC997	lilaLemma:113021	mundus -a -um 	clean, neat, elegant 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	997
